nohup: ignoring input

   INFO  Server running on [http://0.0.0.0:8000].  

  Press Ctrl+C to stop the server

  2025-09-26 05:08:09 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:08:09 ................................................... ~ 0s
  2025-09-26 05:08:09 ................................................... ~ 0s
  2025-09-26 05:08:09 ................................................... ~ 0s
  2025-09-26 05:08:10 ................................................... ~ 0s
  2025-09-26 05:08:10 ................................................... ~ 0s
  2025-09-26 05:08:11 ................................................... ~ 0s
  2025-09-26 05:08:11 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:54 ................................................... ~ 0s
  2025-09-26 05:08:55 ................................................... ~ 0s
  2025-09-26 05:08:55 ................................................... ~ 0s
  2025-09-26 05:08:55 ................................................... ~ 0s
  2025-09-26 05:08:55 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 0s
  2025-09-26 05:09:13 ................................................... ~ 1s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:20 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:09:21 ................................................... ~ 0s
  2025-09-26 05:11:57 ................................................... ~ 0s
  2025-09-26 05:11:57 ................................................... ~ 0s
  2025-09-26 05:11:57 ................................................... ~ 1s
  2025-09-26 05:11:57 ................................................... ~ 1s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:58 ................................................... ~ 0s
  2025-09-26 05:11:59 ................................................... ~ 0s
  2025-09-26 05:11:59 ................................................... ~ 0s
  2025-09-26 05:11:59 ................................................... ~ 0s
  2025-09-26 05:11:59 ................................................... ~ 0s
  2025-09-26 05:12:06 ................................................... ~ 0s
  2025-09-26 05:12:06 ................................................... ~ 0s
  2025-09-26 05:12:08 ................................................... ~ 0s
  2025-09-26 05:12:08 ................................................... ~ 0s
  2025-09-26 05:12:09 ................................................... ~ 1s
  2025-09-26 05:12:10 ................................................... ~ 0s
  2025-09-26 05:12:10 ................................................... ~ 0s
  2025-09-26 05:12:10 ................................................... ~ 0s
  2025-09-26 05:12:10 ................................................... ~ 0s
  2025-09-26 05:12:10 ................................................... ~ 0s
  2025-09-26 05:12:11 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 0s
  2025-09-26 05:12:13 ................................................... ~ 1s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 0s
  2025-09-26 05:12:14 ................................................... ~ 1s
  2025-09-26 05:12:15 ................................................... ~ 0s
  2025-09-26 05:12:15 ................................................... ~ 1s
  2025-09-26 05:12:17 ................................................... ~ 0s
  2025-09-26 05:12:17 ................................................... ~ 0s
  2025-09-26 05:12:24 ................................................... ~ 0s
  2025-09-26 05:12:24 ................................................... ~ 0s
  2025-09-26 05:12:28 ................................................... ~ 0s
  2025-09-26 05:12:28 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:12:28 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:12:28 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:12:28 ................................................... ~ 0s
  2025-09-26 05:12:29 ................................................... ~ 0s
  2025-09-26 05:12:29 ................................................... ~ 0s
  2025-09-26 05:12:29 ................................................... ~ 0s
  2025-09-26 05:12:29 ................................................... ~ 0s
  2025-09-26 05:12:30 ................................................... ~ 0s
  2025-09-26 05:12:30 ................................................... ~ 3s
  2025-09-26 05:12:33 ................................................... ~ 0s
  2025-09-26 05:12:33 ................................................... ~ 0s
  2025-09-26 05:12:33 ................................................... ~ 1s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:34 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:37 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:38 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:40 ................................................... ~ 0s
  2025-09-26 05:12:56 ................................................... ~ 0s
  2025-09-26 05:12:56 ................................................... ~ 0s
  2025-09-26 05:12:56 ................................................... ~ 0s
  2025-09-26 05:12:56 ................................................... ~ 0s
  2025-09-26 05:12:56 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:12:56 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:12:56 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:12:56 ................................................... ~ 1s
  2025-09-26 05:12:57 ................................................... ~ 0s
  2025-09-26 05:12:57 ................................................... ~ 0s
  2025-09-26 05:12:57 ................................................... ~ 0s
  2025-09-26 05:13:27 ................................................... ~ 0s
  2025-09-26 05:13:27 ................................................... ~ 1s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 0s
  2025-09-26 05:13:34 ................................................... ~ 1s
  2025-09-26 05:13:41 ................................................... ~ 0s

   WARN  Content-Type: multipart/form-data; boundary=----WebKitFormBoundaryHtBmx3LAuZ1Gu7TN.  

   WARN  Request method: PUT.  

   WARN  Request role: .  

   WARN  Request state: .  

   WARN  Request all data: [].  

   WARN  Request files: [].  

   WARN  Raw content length: 1001.  

   WARN  Is multipart: true.  

   WARN  Attempting manual multipart parsing.  

   WARN  Manually parsed data: {"name":"David Kall","email":"davidkall812@gmail.com","state":"N\u00e3o especificado","role":"student","gender":"other","birth_date":"1990-01-01T00:00:00.000000Z","niche":"N\u00e3o informado","industry":"N\u00e3o informado","languages":"[]"}.  

  2025-09-26 05:13:41 ................................................... ~ 0s
  2025-09-26 05:13:43 ................................................... ~ 1s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:13:44 ................................................... ~ 0s
  2025-09-26 05:19:07 ................................................... ~ 0s
  2025-09-26 05:19:07 ................................................... ~ 0s
  2025-09-26 05:19:11 ................................................... ~ 0s
  2025-09-26 05:19:11 ................................................... ~ 0s
  2025-09-26 05:19:11 ................................................... ~ 0s
  2025-09-26 05:19:11 ................................................... ~ 0s
  2025-09-26 05:19:11 ................................................... ~ 1s
  2025-09-26 05:19:12 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:13 ................................................... ~ 0s
  2025-09-26 05:19:16 ................................................... ~ 0s
  2025-09-26 05:19:16 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:20 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:22 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:23 ................................................... ~ 0s
  2025-09-26 05:19:24 ................................................... ~ 0s
  2025-09-26 05:19:24 ................................................... ~ 0s
  2025-09-26 05:19:24 ................................................... ~ 1s
  2025-09-26 05:19:25 ................................................... ~ 0s
  2025-09-26 05:19:25 ................................................... ~ 0s
  2025-09-26 05:19:25 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:28 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:29 ................................................... ~ 0s
  2025-09-26 05:19:32 ................................................... ~ 0s
  2025-09-26 05:19:32 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:35 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:36 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 0s
  2025-09-26 05:19:37 ................................................... ~ 1s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:39 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:41 ................................................... ~ 0s
  2025-09-26 05:19:43 ................................................... ~ 0s
  2025-09-26 05:19:43 ................................................... ~ 0s
  2025-09-26 05:19:44 ................................................... ~ 0s
  2025-09-26 05:19:44 ................................................... ~ 0s
  2025-09-26 05:19:44 ................................................... ~ 0s
  2025-09-26 05:19:44 ................................................... ~ 1s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 0s
  2025-09-26 05:19:45 ................................................... ~ 1s
  2025-09-26 05:19:46 ................................................... ~ 0s
  2025-09-26 05:19:46 ................................................... ~ 0s
  2025-09-26 05:19:46 ................................................... ~ 0s
  2025-09-26 05:19:46 ................................................... ~ 0s
  2025-09-26 05:19:46 ................................................... ~ 1s
  2025-09-26 05:19:47 ................................................... ~ 0s
  2025-09-26 05:20:10 ................................................... ~ 0s
  2025-09-26 05:20:10 ................................................... ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:12 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:12 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:12 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:12 ................................................... ~ 0s
  2025-09-26 05:20:13 ................................................... ~ 0s
  2025-09-26 05:20:13 ................................................... ~ 0s
  2025-09-26 05:20:15 ................................................... ~ 0s
  2025-09-26 05:20:15 ................................................... ~ 0s
  2025-09-26 05:20:32 ................................................... ~ 0s
  2025-09-26 05:20:32 ................................................... ~ 0s
  2025-09-26 05:20:32 ................................................... ~ 1s
  2025-09-26 05:20:33 ................................................... ~ 0s
  2025-09-26 05:20:33 ................................................... ~ 0s
  2025-09-26 05:20:33 ................................................... ~ 0s
  2025-09-26 05:20:34 ................................................... ~ 0s
  2025-09-26 05:20:34 ................................................... ~ 0s
  2025-09-26 05:20:40 ................................................... ~ 0s
  2025-09-26 05:20:40 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:20:40 ................................................... ~ 0s
  2025-09-26 05:20:40 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:20:40 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:21:02 ................................................... ~ 0s
  2025-09-26 05:21:02 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:08 ................................................... ~ 0s
  2025-09-26 05:21:09 ................................................... ~ 0s
  2025-09-26 05:21:09 ................................................... ~ 4s
  2025-09-26 05:21:13 ................................................... ~ 0s
  2025-09-26 05:21:13 ................................................... ~ 0s
  2025-09-26 05:21:13 ................................................... ~ 0s
  2025-09-26 05:21:13 ................................................... ~ 0s
  2025-09-26 05:21:23 ................................................... ~ 0s
  2025-09-26 05:21:23 /storage/campaigns/logos/1758827599_68d5944fdfe77.png  ~ 0s
  2025-09-26 05:21:23 ................................................... ~ 0s
  2025-09-26 05:21:23 /storage/campaigns/logos/1758826966_68d591d64dcb3.png  ~ 0s
  2025-09-26 05:21:23 /storage/campaigns/logos/1758826452_68d58fd42988c.png  ~ 0s
  2025-09-26 05:21:23 ................................................... ~ 0s
  2025-09-26 05:21:23 ................................................... ~ 1s
  2025-09-26 05:21:24 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:21:24 ................................................... ~ 0s
  2025-09-26 05:21:24 ................................................... ~ 0s
  2025-09-26 05:21:25 ................................................... ~ 0s
  2025-09-26 05:21:25 ................................................... ~ 0s
  2025-09-26 05:21:32 ................................................... ~ 0s
  2025-09-26 05:21:32 ................................................... ~ 0s
  2025-09-26 05:21:37 ................................................... ~ 0s
  2025-09-26 05:21:37 ................................................... ~ 0s
  2025-09-26 05:21:37 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:21:38 ................................................... ~ 0s
  2025-09-26 05:21:38 ................................................... ~ 0s
  2025-09-26 05:21:40 ................................................... ~ 0s
  2025-09-26 05:21:40 ................................................... ~ 0s
  2025-09-26 05:21:41 ................................................... ~ 0s
  2025-09-26 05:21:41 ................................................... ~ 0s
  2025-09-26 05:21:41 ................................................... ~ 0s
  2025-09-26 05:21:41 ................................................... ~ 0s
  2025-09-26 05:21:42 ................................................... ~ 0s
  2025-09-26 05:21:42 ................................................... ~ 0s
  2025-09-26 05:21:42 ................................................... ~ 0s
  2025-09-26 05:21:42 ................................................... ~ 0s
  2025-09-26 05:21:44 ................................................... ~ 0s
  2025-09-26 05:21:44 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:21:44 ................................................... ~ 0s
  2025-09-26 05:21:46 ................................................... ~ 0s
  2025-09-26 05:21:46 ................................................... ~ 0s
  2025-09-26 05:21:47 ................................................... ~ 0s
  2025-09-26 05:21:47 ................................................... ~ 1s
  2025-09-26 05:21:49 ................................................... ~ 0s
  2025-09-26 05:21:49 ................................................... ~ 0s
  2025-09-26 05:21:49 ................................................... ~ 0s
  2025-09-26 05:21:49 ................................................... ~ 0s
  2025-09-26 05:21:53 ................................................... ~ 0s
  2025-09-26 05:21:53 ................................................... ~ 0s
  2025-09-26 05:21:53 ................................................... ~ 0s
  2025-09-26 05:21:53 ................................................... ~ 0s
  2025-09-26 05:24:29 ................................................... ~ 0s
  2025-09-26 05:24:29 ................................................... ~ 0s
  2025-09-26 05:24:29 ................................................... ~ 0s
  2025-09-26 05:24:29 ................................................... ~ 0s
  2025-09-26 05:24:29 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:24:29 ................................................... ~ 1s
  2025-09-26 05:24:30 ................................................... ~ 0s
  2025-09-26 05:24:30 ................................................... ~ 1s
  2025-09-26 05:24:31 ................................................... ~ 0s
  2025-09-26 05:24:34 ................................................... ~ 0s
  2025-09-26 05:24:34 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:24:34 ................................................... ~ 0s
  2025-09-26 05:24:35 ................................................... ~ 0s
  2025-09-26 05:24:35 ................................................... ~ 0s
  2025-09-26 05:24:35 ................................................... ~ 0s
  2025-09-26 05:24:35 ................................................... ~ 0s
  2025-09-26 05:24:37 ................................................... ~ 0s
  2025-09-26 05:24:37 ................................................... ~ 0s
  2025-09-26 05:24:37 ................................................... ~ 1s
  2025-09-26 05:24:38 ................................................... ~ 0s
  2025-09-26 05:24:45 ................................................... ~ 0s
  2025-09-26 05:24:45 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:24:45 ................................................... ~ 0s
  2025-09-26 05:24:47 ................................................... ~ 0s
  2025-09-26 05:24:47 ................................................... ~ 0s
  2025-09-26 05:24:49 ................................................... ~ 0s
  2025-09-26 05:24:49 ................................................... ~ 0s
  2025-09-26 05:24:50 ................................................... ~ 0s
  2025-09-26 05:24:50 ................................................... ~ 0s
  2025-09-26 05:24:50 ................................................... ~ 0s
  2025-09-26 05:24:50 ................................................... ~ 0s
  2025-09-26 05:24:51 ................................................... ~ 0s
  2025-09-26 05:24:51 ................................................... ~ 3s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 0s
  2025-09-26 05:25:17 ................................................... ~ 1s
  2025-09-26 05:25:18 ................................................... ~ 0s
  2025-09-26 05:25:18 ................................................... ~ 0s
  2025-09-26 05:25:18 ................................................... ~ 0s
  2025-09-26 05:25:32 ................................................... ~ 0s
  2025-09-26 05:25:32 ................................................... ~ 0s
  2025-09-26 05:25:46 ................................................... ~ 0s
  2025-09-26 05:25:46 ................................................... ~ 0s
  2025-09-26 05:25:50 ................................................... ~ 1s
  2025-09-26 05:25:51 ................................................... ~ 0s
  2025-09-26 05:25:51 ................................................... ~ 0s
  2025-09-26 05:25:51 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:25:51 ................................................... ~ 0s
  2025-09-26 05:25:51 ................................................... ~ 0s
  2025-09-26 05:25:51 ................................................... ~ 0s
  2025-09-26 05:25:51 ................................................... ~ 1s
  2025-09-26 05:25:52 ................................................... ~ 0s
  2025-09-26 05:25:52 ................................................... ~ 0s
  2025-09-26 05:25:52 ................................................... ~ 1s
  2025-09-26 05:27:40 ................................................... ~ 0s
  2025-09-26 05:27:40 ................................................... ~ 0s
  2025-09-26 05:27:40 ................................................... ~ 1s
  2025-09-26 05:27:41 ................................................... ~ 0s
  2025-09-26 05:53:50 ................................................... ~ 0s
  2025-09-26 05:53:50 ................................................... ~ 0s
  2025-09-26 05:53:50 ................................................... ~ 0s
  2025-09-26 05:53:50 ................................................... ~ 1s
  2025-09-26 05:53:51 /storage/campaigns/logos/1758831662_68d5a42e2f865.png  ~ 0s
  2025-09-26 05:53:51 ................................................... ~ 0s
  2025-09-26 05:53:51 ................................................... ~ 0s
  2025-09-26 05:53:51 ................................................... ~ 0s
  2025-09-26 05:53:51 ................................................... ~ 1s
  2025-09-26 05:53:52 ................................................... ~ 0s
  2025-09-26 05:53:52 ................................................... ~ 0s
  2025-09-26 05:53:52 ................................................... ~ 0s
  2025-09-26 05:53:52 ................................................... ~ 0s
  2025-09-26 05:53:53 ................................................... ~ 0s
  2025-09-26 05:53:53 ................................................... ~ 0s
  2025-09-26 05:53:53 ................................................... ~ 0s
  2025-09-26 05:53:53 ................................................... ~ 0s
  2025-09-26 05:53:53 ................................................... ~ 1s
  2025-09-26 05:53:54 ................................................... ~ 0s
  2025-09-26 05:53:54 ................................................... ~ 0s
  2025-09-26 05:53:54 ................................................... ~ 1s
  2025-09-26 05:53:55 ................................................... ~ 0s
  2025-09-26 05:53:55 ................................................... ~ 1s
  2025-09-26 05:54:10 ................................................... ~ 0s
  2025-09-26 05:54:14 ................................................... ~ 3s
  2025-09-26 05:56:47 ................................................... ~ 0s
  2025-09-26 05:56:51 ................................................... ~ 2s
  2025-09-26 05:56:54 ................................................... ~ 0s
  2025-09-26 05:56:54 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:55 ................................................... ~ 0s
  2025-09-26 05:56:57 ................................................... ~ 0s
  2025-09-26 05:56:57 ................................................... ~ 0s
  2025-09-26 05:56:57 ................................................... ~ 0s
  2025-09-26 05:56:57 ................................................... ~ 0s
  2025-09-26 05:56:58 ................................................... ~ 0s
  2025-09-26 05:56:58 ................................................... ~ 0s
  2025-09-26 05:57:09 ................................................... ~ 0s
  2025-09-26 05:57:09 ................................................... ~ 0s
  2025-09-26 05:57:10 ................................................... ~ 0s
  2025-09-26 05:57:10 ................................................... ~ 0s
  2025-09-26 05:57:10 ................................................... ~ 0s
  2025-09-26 05:57:10 ................................................... ~ 0s
  2025-09-26 05:57:10 ................................................... ~ 0s
